order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
4830502113,8022,2024-01-26 15:02:00,2024-01-26 15:01:00,-1,2.76,On Time,
9797013595,35734,2024-05-16 00:14:00,2024-05-16 00:23:00,9,3.93,Slightly Delayed,Traffic
9487843345,82632,2024-06-11 06:35:00,2024-06-11 06:39:00,4,2.95,On Time,Traffic
2148242015,13676,2023-05-01 00:04:00,2023-05-01 00:33:00,29,4.21,Significantly Delayed,Traffic
7465258008,63335,2023-10-25 21:34:00,2023-10-25 21:48:00,14,2.88,Slightly Delayed,Traffic
8875274470,54978,2024-04-20 16:38:00,2024-04-20 17:03:00,25,1.03,Significantly Delayed,Traffic
7049717910,10931,2024-05-11 05:58:00,2024-05-11 05:56:00,-2,0.83,On Time,
4829897426,93475,2023-06-05 01:10:00,2023-06-05 01:07:00,-3,3.29,On Time,
3532186218,34900,2023-08-08 14:15:00,2023-08-08 14:16:00,1,4.85,On Time,Traffic
6897674900,5998,2024-05-13 13:08:00,2024-05-13 13:05:00,-3,2.32,On Time,
163895717,45284,2023-11-02 05:01:00,2023-11-02 04:58:00,-3,2.3,On Time,
9857592403,36569,2023-10-24 11:51:00,2023-10-24 11:55:00,4,4.17,On Time,Traffic
2521197661,49637,2024-02-20 00:48:00,2024-02-20 01:05:00,17,0.86,Significantly Delayed,Traffic
488314125,60702,2023-04-05 18:28:00,2023-04-05 18:41:00,13,3.13,Slightly Delayed,Traffic
5073549838,20915,2024-04-28 08:15:00,2024-04-28 08:19:00,4,1.01,On Time,Traffic
6399568661,45002,2023-12-17 21:19:00,2023-12-17 21:18:00,-1,3.42,On Time,
3672658084,66143,2024-05-10 14:07:00,2024-05-10 14:07:00,0,3.4,On Time,
8273236145,8874,2024-09-02 16:06:00,2024-09-02 16:08:00,2,3.75,On Time,Traffic
3411233779,33913,2024-04-13 23:22:00,2024-04-13 23:18:00,-4,1.67,On Time,
8024667539,26395,2024-07-22 06:12:00,2024-07-22 06:24:00,12,1.85,Slightly Delayed,Traffic
6112199794,75415,2024-09-21 21:00:00,2024-09-21 21:06:00,6,4.43,Slightly Delayed,Traffic
9484473160,38707,2023-04-25 21:44:00,2023-04-25 21:53:00,9,2.47,Slightly Delayed,Traffic
9729709418,43891,2023-03-30 05:38:00,2023-03-30 05:33:00,-5,4.73,On Time,
7900224799,45482,2024-07-03 05:12:00,2024-07-03 05:25:00,13,1.48,Slightly Delayed,Traffic
1821414490,55493,2024-10-21 07:45:00,2024-10-21 07:44:00,-1,0.92,On Time,
5813507399,13303,2024-04-15 09:21:00,2024-04-15 09:16:00,-5,2.37,On Time,
3928003125,40065,2023-12-07 13:43:00,2023-12-07 13:58:00,15,1.46,Slightly Delayed,Traffic
5271866987,15044,2024-08-27 01:45:00,2024-08-27 01:43:00,-2,2.84,On Time,
9794537731,23014,2023-05-27 13:10:00,2023-05-27 13:13:00,3,3.02,On Time,Traffic
4852718488,71839,2024-04-29 20:57:00,2024-04-29 20:56:00,-1,3.31,On Time,
8300546273,80645,2023-09-05 10:27:00,2023-09-05 10:29:00,2,1.58,On Time,Traffic
976104194,65001,2024-05-07 22:16:00,2024-05-07 22:46:00,30,0.78,Significantly Delayed,Traffic
5373961125,72609,2024-11-01 04:01:00,2024-11-01 04:06:00,5,2.88,On Time,Traffic
6056126973,84012,2024-07-02 22:45:00,2024-07-02 22:45:00,0,3.31,On Time,
6352881332,21808,2024-01-22 23:20:00,2024-01-22 23:24:00,4,3.03,On Time,Traffic
1643234106,63857,2024-09-12 04:06:00,2024-09-12 04:21:00,15,4.22,Slightly Delayed,Traffic
8697966993,45795,2024-03-02 06:00:00,2024-03-02 06:22:00,22,2.95,Significantly Delayed,Traffic
2276061263,25181,2024-10-06 17:12:00,2024-10-06 17:12:00,0,1.18,On Time,
4045613782,29650,2023-08-09 08:36:00,2023-08-09 08:41:00,5,2.23,On Time,Traffic
2959828441,80243,2024-03-15 18:13:00,2024-03-15 18:17:00,4,1.62,On Time,Traffic
3514589876,24168,2023-10-17 21:20:00,2023-10-17 21:20:00,0,4.1,On Time,
9444081952,88637,2023-11-27 01:16:00,2023-11-27 01:19:00,3,1.4,On Time,Traffic
8183959589,80408,2023-12-16 14:41:00,2023-12-16 14:45:00,4,1.58,On Time,Traffic
1712832927,60377,2024-03-16 02:36:00,2024-03-16 02:50:00,14,0.78,Slightly Delayed,Traffic
8162867215,53830,2024-08-24 15:45:00,2024-08-24 15:50:00,5,2.71,On Time,Traffic
4160230443,41222,2024-04-15 04:13:00,2024-04-15 04:18:00,5,2.46,On Time,Traffic
9787535949,20817,2023-04-02 14:17:00,2023-04-02 14:27:00,10,1.96,Slightly Delayed,Traffic
3423995261,50959,2023-05-06 21:50:00,2023-05-06 21:54:00,4,3.39,On Time,Traffic
1523343168,41110,2024-07-21 19:08:00,2024-07-21 19:12:00,4,4.56,On Time,Traffic
1948066291,33207,2024-10-02 22:12:00,2024-10-02 22:15:00,3,3.15,On Time,Traffic
2021361582,88680,2024-05-20 13:48:00,2024-05-20 14:04:00,16,0.61,Significantly Delayed,Traffic
7491420331,81340,2024-05-22 03:30:00,2024-05-22 03:38:00,8,3.25,Slightly Delayed,Traffic
994840771,22900,2023-10-15 23:11:00,2023-10-15 23:25:00,14,3.72,Slightly Delayed,Traffic
6277344634,98138,2024-07-23 19:33:00,2024-07-23 19:55:00,22,2.48,Significantly Delayed,Traffic
4092653338,30910,2024-04-24 14:26:00,2024-04-24 14:21:00,-5,4.63,On Time,
7213712604,25295,2023-11-17 07:16:00,2023-11-17 07:12:00,-4,2.8,On Time,
7326709115,46549,2023-11-26 00:54:00,2023-11-26 01:01:00,7,3.53,Slightly Delayed,Traffic
9419789569,54029,2024-07-17 10:53:00,2024-07-17 10:53:00,0,2.48,On Time,
5388191488,38734,2024-03-31 04:07:00,2024-03-31 04:19:00,12,0.6,Slightly Delayed,Traffic
9065873433,61365,2023-10-23 19:27:00,2023-10-23 19:37:00,10,2.06,Slightly Delayed,Traffic
4627342297,47725,2023-08-28 11:01:00,2023-08-28 11:06:00,5,2.44,On Time,Traffic
4286971111,7124,2024-05-27 03:36:00,2024-05-27 03:31:00,-5,1.8,On Time,
645282074,19843,2023-05-25 23:55:00,2023-05-25 23:54:00,-1,0.88,On Time,
7260939789,13059,2023-10-28 13:55:00,2023-10-28 14:00:00,5,1.1,On Time,Traffic
1716322448,66774,2023-09-06 16:23:00,2023-09-06 16:26:00,3,4.92,On Time,Traffic
4293959647,72576,2023-10-03 21:34:00,2023-10-03 21:33:00,-1,2.09,On Time,
3331935300,14328,2023-06-15 21:54:00,2023-06-15 21:56:00,2,1.12,On Time,Traffic
1775389576,59128,2024-03-10 06:53:00,2024-03-10 06:52:00,-1,0.67,On Time,
8194774262,19069,2024-10-06 06:52:00,2024-10-06 07:02:00,10,3.25,Slightly Delayed,Traffic
3615279775,33091,2023-11-01 18:41:00,2023-11-01 18:40:00,-1,2.4,On Time,
11467999,1908,2023-04-23 18:57:00,2023-04-23 19:11:00,14,0.68,Slightly Delayed,Traffic
3971267196,59116,2024-01-14 02:54:00,2024-01-14 02:58:00,4,2.74,On Time,Traffic
1584863963,70947,2024-07-21 18:31:00,2024-07-21 18:48:00,17,3.64,Significantly Delayed,Traffic
1557893814,60172,2024-04-02 13:01:00,2024-04-02 13:05:00,4,1.85,On Time,Traffic
8172695964,52140,2024-07-07 09:36:00,2024-07-07 09:38:00,2,2.43,On Time,Traffic
7462800868,39973,2023-10-19 17:44:00,2023-10-19 18:12:00,28,1.77,Significantly Delayed,Traffic
5438961669,67068,2024-09-10 05:38:00,2024-09-10 05:55:00,17,2.1,Significantly Delayed,Traffic
4904849001,8244,2023-11-30 06:00:00,2023-11-30 06:05:00,5,4.42,On Time,Traffic
4816980820,28954,2023-03-27 20:41:00,2023-03-27 20:59:00,18,2.31,Significantly Delayed,Traffic
9004078716,60691,2023-08-21 08:57:00,2023-08-21 08:57:00,0,4.57,On Time,
8350353728,73339,2024-01-25 08:18:00,2024-01-25 08:23:00,5,1.62,On Time,Traffic
1204084245,55802,2023-09-26 01:48:00,2023-09-26 02:04:00,16,4.5,Significantly Delayed,Traffic
4142209897,6857,2023-09-07 20:15:00,2023-09-07 20:15:00,0,3.27,On Time,
125551624,16319,2024-08-12 21:44:00,2024-08-12 21:44:00,0,1.09,On Time,
9970545044,81093,2023-08-08 22:38:00,2023-08-08 22:43:00,5,1.76,On Time,Traffic
7976032064,39126,2024-05-03 16:16:00,2024-05-03 16:18:00,2,4.57,On Time,Traffic
8691567542,87207,2024-06-27 09:05:00,2024-06-27 09:10:00,5,1.06,On Time,Traffic
3592747590,92032,2024-04-24 12:29:00,2024-04-24 12:58:00,29,3.76,Significantly Delayed,Traffic
7495753437,20625,2023-06-02 00:45:00,2023-06-02 00:45:00,0,1.06,On Time,
3965847120,60885,2023-05-05 15:09:00,2023-05-05 15:11:00,2,4.21,On Time,Traffic
9365984533,40460,2024-06-25 20:02:00,2024-06-25 19:59:00,-3,4.34,On Time,
2948242102,55456,2023-10-12 15:14:00,2023-10-12 15:12:00,-2,4.57,On Time,
6161193691,22997,2023-05-30 13:55:00,2023-05-30 13:50:00,-5,2.46,On Time,
5964122835,98433,2024-03-29 18:29:00,2024-03-29 18:26:00,-3,4.54,On Time,
8879377902,61662,2024-03-09 06:26:00,2024-03-09 06:21:00,-5,3.82,On Time,
8158068874,93613,2024-07-25 20:41:00,2024-07-25 20:55:00,14,4.01,Slightly Delayed,Traffic
7039570964,40041,2024-04-13 03:30:00,2024-04-13 03:42:00,12,0.52,Slightly Delayed,Traffic
5482913265,84976,2024-08-08 15:30:00,2024-08-08 15:41:00,11,0.61,Slightly Delayed,Traffic
1018255782,35907,2024-09-08 06:25:00,2024-09-08 06:45:00,20,2.48,Significantly Delayed,Traffic
8441505853,58002,2023-11-10 08:31:00,2023-11-10 08:33:00,2,3.69,On Time,Traffic
3850018395,42851,2023-06-09 20:45:00,2023-06-09 21:00:00,15,1.25,Slightly Delayed,Traffic
4884197611,4714,2023-04-19 19:23:00,2023-04-19 19:48:00,25,4.29,Significantly Delayed,Traffic
5321849748,43163,2024-03-01 00:33:00,2024-03-01 00:28:00,-5,2.69,On Time,
9808738347,81334,2024-03-28 23:53:00,2024-03-28 23:50:00,-3,2.79,On Time,
8727249149,16796,2023-06-27 00:38:00,2023-06-27 00:35:00,-3,2.27,On Time,
2772154780,74237,2024-07-18 14:52:00,2024-07-18 14:51:00,-1,0.69,On Time,
9128056381,95005,2024-06-10 07:32:00,2024-06-10 07:32:00,0,0.84,On Time,
4461463308,43141,2023-06-16 08:11:00,2023-06-16 08:11:00,0,1.16,On Time,
5636483988,73517,2024-01-29 17:52:00,2024-01-29 17:51:00,-1,4.35,On Time,
1532065529,1354,2023-12-07 06:43:00,2023-12-07 06:45:00,2,1.94,On Time,Traffic
9933994647,46871,2024-02-27 06:50:00,2024-02-27 06:51:00,1,2.0,On Time,Traffic
4823026749,97537,2024-08-08 16:02:00,2024-08-08 15:58:00,-4,3.57,On Time,
7453442245,69200,2024-09-08 06:47:00,2024-09-08 06:50:00,3,2.49,On Time,Traffic
6519941559,88898,2024-05-10 19:57:00,2024-05-10 19:57:00,0,2.37,On Time,
3798769654,96996,2024-09-28 12:42:00,2024-09-28 12:38:00,-4,3.45,On Time,
5034289521,98165,2024-05-15 13:19:00,2024-05-15 13:17:00,-2,2.26,On Time,
6971088688,33387,2023-07-18 11:05:00,2023-07-18 11:14:00,9,3.13,Slightly Delayed,Traffic
5650184107,60066,2023-06-21 08:32:00,2023-06-21 08:32:00,0,1.16,On Time,
5770410311,96121,2023-12-31 10:33:00,2023-12-31 10:31:00,-2,0.96,On Time,
274530126,35596,2023-04-08 22:12:00,2023-04-08 22:34:00,22,4.22,Significantly Delayed,Traffic
4819831152,97045,2024-09-22 19:55:00,2024-09-22 19:59:00,4,2.73,On Time,Traffic
6977688323,77691,2023-06-07 22:22:00,2023-06-07 22:27:00,5,2.86,On Time,Traffic
2035952734,1616,2023-04-17 19:38:00,2023-04-17 19:37:00,-1,0.84,On Time,
3665334102,6292,2024-11-04 01:28:00,2024-11-04 01:34:00,6,1.11,Slightly Delayed,Traffic
1862413314,3855,2024-05-31 16:26:00,2024-05-31 16:29:00,3,3.96,On Time,Traffic
4466643926,37936,2024-04-08 20:48:00,2024-04-08 20:49:00,1,4.72,On Time,Traffic
4470717835,80246,2023-07-08 00:36:00,2023-07-08 00:39:00,3,1.91,On Time,Traffic
3018086191,86332,2024-02-07 16:11:00,2024-02-07 16:13:00,2,2.04,On Time,Traffic
2447983559,68149,2024-10-03 20:58:00,2024-10-03 21:25:00,27,1.82,Significantly Delayed,Traffic
5116322704,24469,2024-06-20 04:38:00,2024-06-20 04:42:00,4,2.51,On Time,Traffic
8941550852,18037,2024-04-20 22:19:00,2024-04-20 22:22:00,3,4.18,On Time,Traffic
8026773850,22178,2023-10-23 19:34:00,2023-10-23 19:37:00,3,3.97,On Time,Traffic
2102402075,81176,2024-07-14 05:46:00,2024-07-14 05:41:00,-5,5.0,On Time,
989844439,77083,2023-07-23 12:08:00,2023-07-23 12:06:00,-2,2.39,On Time,
8426805628,88737,2023-04-17 22:54:00,2023-04-17 22:52:00,-2,1.87,On Time,
7662188403,80894,2023-05-09 07:47:00,2023-05-09 07:55:00,8,3.91,Slightly Delayed,Traffic
9141654140,38063,2023-07-14 14:11:00,2023-07-14 14:12:00,1,1.33,On Time,Traffic
5696947751,58100,2023-11-06 03:48:00,2023-11-06 03:49:00,1,3.95,On Time,Traffic
8953871540,62193,2023-11-14 16:31:00,2023-11-14 16:36:00,5,1.91,On Time,Traffic
1767778760,57806,2023-04-14 03:41:00,2023-04-14 03:41:00,0,2.32,On Time,
5516201271,32490,2024-07-10 14:41:00,2024-07-10 14:39:00,-2,1.52,On Time,
9358248664,52315,2023-12-20 00:18:00,2023-12-20 00:15:00,-3,0.77,On Time,
1530424665,53811,2023-04-21 23:49:00,2023-04-21 23:51:00,2,3.67,On Time,Traffic
7816293360,81753,2023-07-27 18:14:00,2023-07-27 18:16:00,2,3.35,On Time,Traffic
1602396548,64637,2024-09-09 23:59:00,2024-09-10 00:01:00,2,1.2,On Time,Traffic
7938126128,50175,2023-06-16 08:42:00,2023-06-16 08:41:00,-1,2.11,On Time,
271744331,30354,2023-08-21 04:12:00,2023-08-21 04:10:00,-2,3.23,On Time,
387311360,7081,2023-08-07 03:11:00,2023-08-07 03:10:00,-1,4.42,On Time,
1286123100,19279,2023-12-31 00:10:00,2023-12-31 00:13:00,3,4.03,On Time,Traffic
4832392771,33654,2023-11-02 14:55:00,2023-11-02 14:58:00,3,1.61,On Time,Traffic
4800106448,38774,2023-12-10 05:31:00,2023-12-10 05:27:00,-4,3.27,On Time,
5500008514,48166,2024-05-03 18:25:00,2024-05-03 18:24:00,-1,3.12,On Time,
7879575037,85162,2024-01-07 12:32:00,2024-01-07 12:37:00,5,2.29,On Time,Traffic
50845914,95031,2023-04-09 04:37:00,2023-04-09 04:34:00,-3,3.41,On Time,
9766990467,18483,2023-06-30 08:33:00,2023-06-30 08:41:00,8,1.69,Slightly Delayed,Traffic
4215602937,38381,2023-10-04 05:44:00,2023-10-04 05:45:00,1,3.25,On Time,Traffic
238484255,87590,2024-04-11 04:18:00,2024-04-11 04:20:00,2,0.92,On Time,Traffic
3293988248,19751,2024-09-29 07:57:00,2024-09-29 08:26:00,29,2.58,Significantly Delayed,Traffic
5296157775,68713,2024-07-27 10:34:00,2024-07-27 10:37:00,3,1.35,On Time,Traffic
1143489067,68548,2023-09-14 17:21:00,2023-09-14 17:18:00,-3,4.28,On Time,
8524452029,65655,2023-11-07 01:15:00,2023-11-07 01:22:00,7,0.54,Slightly Delayed,Traffic
4256779885,71100,2023-06-01 17:39:00,2023-06-01 17:37:00,-2,2.71,On Time,
7744686996,4886,2023-09-27 21:55:00,2023-09-27 22:17:00,22,1.95,Significantly Delayed,Traffic
5427462399,87698,2024-06-21 14:15:00,2024-06-21 14:19:00,4,3.89,On Time,Traffic
8596751747,95854,2024-03-09 06:44:00,2024-03-09 06:43:00,-1,4.11,On Time,
4746468643,5235,2023-08-17 19:51:00,2023-08-17 19:52:00,1,4.62,On Time,Traffic
3010047327,65599,2023-12-15 20:24:00,2023-12-15 20:29:00,5,2.44,On Time,Traffic
1236959246,76379,2024-10-06 20:37:00,2024-10-06 20:41:00,4,1.59,On Time,Traffic
6600422315,46137,2023-09-19 00:38:00,2023-09-19 00:41:00,3,0.94,On Time,Traffic
3227252410,66386,2024-02-16 08:11:00,2024-02-16 08:09:00,-2,0.92,On Time,
6972292408,46413,2023-11-16 05:55:00,2023-11-16 06:12:00,17,2.13,Significantly Delayed,Traffic
7562754470,46136,2024-02-15 23:47:00,2024-02-15 23:48:00,1,1.58,On Time,Traffic
7361971676,18979,2023-08-23 01:02:00,2023-08-23 01:06:00,4,4.06,On Time,Traffic
8875605037,16915,2023-09-27 10:16:00,2023-09-27 10:20:00,4,1.78,On Time,Traffic
8508253527,11048,2024-09-05 21:11:00,2024-09-05 21:23:00,12,2.64,Slightly Delayed,Traffic
6798775600,81032,2023-10-09 22:54:00,2023-10-09 23:08:00,14,3.02,Slightly Delayed,Traffic
3624810422,83193,2024-08-10 01:25:00,2024-08-10 01:29:00,4,1.05,On Time,Traffic
4740213452,85085,2024-02-22 12:49:00,2024-02-22 13:01:00,12,2.62,Slightly Delayed,Traffic
3825468344,35824,2023-04-09 08:19:00,2023-04-09 08:21:00,2,4.66,On Time,Traffic
902245665,25868,2024-08-08 08:28:00,2024-08-08 08:26:00,-2,1.57,On Time,
6874299189,38460,2023-08-14 11:45:00,2023-08-14 11:48:00,3,4.85,On Time,Traffic
1127125313,81996,2023-12-15 19:36:00,2023-12-15 19:45:00,9,3.32,Slightly Delayed,Traffic
3606548818,90473,2023-05-12 05:08:00,2023-05-12 05:10:00,2,4.0,On Time,Traffic
5750044154,71543,2024-09-16 22:50:00,2024-09-16 23:01:00,11,2.04,Slightly Delayed,Traffic
3872847781,45099,2023-09-16 20:55:00,2023-09-16 20:53:00,-2,3.03,On Time,
5939554684,71726,2023-06-11 16:47:00,2023-06-11 16:51:00,4,1.97,On Time,Traffic
676412814,88453,2024-07-26 03:45:00,2024-07-26 03:45:00,0,3.44,On Time,
4248390724,49698,2023-08-22 20:35:00,2023-08-22 20:44:00,9,2.98,Slightly Delayed,Traffic
8938687150,99357,2023-04-25 06:35:00,2023-04-25 06:30:00,-5,2.03,On Time,
7898867047,51564,2023-05-03 15:31:00,2023-05-03 15:38:00,7,3.91,Slightly Delayed,Traffic
2142065357,1749,2024-01-27 08:04:00,2024-01-27 08:04:00,0,2.63,On Time,
9024719693,96400,2024-06-06 19:40:00,2024-06-06 19:41:00,1,2.56,On Time,Traffic
8976616698,46211,2023-08-23 03:36:00,2023-08-23 03:38:00,2,2.97,On Time,Traffic
8792586840,44722,2023-06-14 15:26:00,2023-06-14 15:29:00,3,4.87,On Time,Traffic
5375387413,53977,2023-04-04 23:42:00,2023-04-04 23:44:00,2,1.63,On Time,Traffic
4252164097,11104,2023-09-28 07:16:00,2023-09-28 07:24:00,8,4.88,Slightly Delayed,Traffic
8423273411,81864,2023-05-23 23:24:00,2023-05-23 23:24:00,0,1.77,On Time,
2551179741,50120,2024-04-10 02:29:00,2024-04-10 02:43:00,14,2.62,Slightly Delayed,Traffic
227511348,90637,2024-08-01 16:01:00,2024-08-01 16:02:00,1,0.84,On Time,Traffic
4434464045,84509,2023-09-22 00:21:00,2023-09-22 00:21:00,0,1.19,On Time,
7041011843,79645,2024-02-06 01:03:00,2024-02-06 01:03:00,0,3.37,On Time,
6510283268,59772,2024-06-12 01:57:00,2024-06-12 01:55:00,-2,4.4,On Time,
6853654698,57378,2023-08-06 11:36:00,2023-08-06 11:41:00,5,1.16,On Time,Traffic
9338996795,85003,2024-01-09 18:40:00,2024-01-09 18:38:00,-2,4.45,On Time,
7346145952,32434,2024-03-12 19:37:00,2024-03-12 19:33:00,-4,0.76,On Time,
6497069610,80825,2024-04-10 17:32:00,2024-04-10 17:34:00,2,1.13,On Time,Traffic
1741402363,29182,2024-06-12 11:29:00,2024-06-12 11:31:00,2,1.4,On Time,Traffic
4825878367,96209,2024-10-07 14:23:00,2024-10-07 14:23:00,0,4.4,On Time,
7019011442,15863,2023-06-30 19:54:00,2023-06-30 19:50:00,-4,2.49,On Time,
1674463798,17663,2024-09-21 13:43:00,2024-09-21 13:49:00,6,0.99,Slightly Delayed,Traffic
305684588,70029,2024-08-25 19:56:00,2024-08-25 20:12:00,16,4.53,Significantly Delayed,Traffic
5967495442,7004,2024-07-18 15:36:00,2024-07-18 15:47:00,11,1.54,Slightly Delayed,Traffic
2571047526,45704,2023-06-19 00:30:00,2023-06-19 00:25:00,-5,2.29,On Time,
7784811086,83254,2024-09-07 06:26:00,2024-09-07 06:50:00,24,1.07,Significantly Delayed,Traffic
7942005230,44185,2023-03-25 08:31:00,2023-03-25 08:41:00,10,2.99,Slightly Delayed,Traffic
6653543195,68173,2023-09-15 15:09:00,2023-09-15 15:20:00,11,2.42,Slightly Delayed,Traffic
397928918,80520,2024-09-14 04:13:00,2024-09-14 04:28:00,15,4.32,Slightly Delayed,Traffic
776120140,28491,2023-11-12 04:03:00,2023-11-12 04:19:00,16,2.58,Significantly Delayed,Traffic
8293188779,71056,2024-10-16 10:08:00,2024-10-16 10:06:00,-2,2.18,On Time,
178737268,66743,2023-06-18 20:05:00,2023-06-18 20:04:00,-1,3.03,On Time,
5246598523,67554,2023-11-22 17:04:00,2023-11-22 17:30:00,26,2.03,Significantly Delayed,Traffic
1172544737,27338,2023-11-24 07:46:00,2023-11-24 07:56:00,10,4.9,Slightly Delayed,Traffic
6419533291,32799,2023-07-28 05:15:00,2023-07-28 05:17:00,2,1.37,On Time,Traffic
882083749,42317,2023-06-18 13:09:00,2023-06-18 13:13:00,4,3.82,On Time,Traffic
3185510401,60744,2024-10-14 00:36:00,2024-10-14 00:40:00,4,2.04,On Time,Traffic
7760767006,88497,2023-08-19 12:19:00,2023-08-19 12:14:00,-5,2.21,On Time,
3833878150,27906,2024-06-23 19:07:00,2024-06-23 19:33:00,26,3.31,Significantly Delayed,Traffic
369899578,85235,2023-08-19 14:31:00,2023-08-19 14:32:00,1,2.12,On Time,Traffic
1944466212,77615,2024-09-09 14:21:00,2024-09-09 14:20:00,-1,4.02,On Time,
4064447117,36940,2024-02-25 22:34:00,2024-02-25 22:53:00,19,4.11,Significantly Delayed,Traffic
1553685597,246,2024-10-28 00:43:00,2024-10-28 01:13:00,30,2.21,Significantly Delayed,Traffic
3682284811,10177,2024-07-18 21:13:00,2024-07-18 21:10:00,-3,1.6,On Time,
291439357,8626,2023-04-11 02:30:00,2023-04-11 02:33:00,3,4.33,On Time,Traffic
8285784194,72635,2024-09-30 15:57:00,2024-09-30 15:59:00,2,1.17,On Time,Traffic
5058742647,25730,2024-09-17 23:51:00,2024-09-17 23:55:00,4,0.93,On Time,Traffic
6917020296,41276,2024-07-10 22:00:00,2024-07-10 22:03:00,3,4.71,On Time,Traffic
6671181961,46269,2023-10-13 05:49:00,2023-10-13 05:51:00,2,4.07,On Time,Traffic
5123439997,55720,2024-02-15 19:13:00,2024-02-15 19:15:00,2,0.93,On Time,Traffic
8510183245,94891,2024-10-01 21:07:00,2024-10-01 21:02:00,-5,4.02,On Time,
6081384585,96881,2024-03-04 04:19:00,2024-03-04 04:20:00,1,0.74,On Time,Traffic
4423613746,1185,2023-08-27 18:11:00,2023-08-27 18:20:00,9,1.54,Slightly Delayed,Traffic
1530472691,7489,2024-08-09 14:35:00,2024-08-09 14:46:00,11,3.45,Slightly Delayed,Traffic
7009303199,72585,2024-02-25 10:51:00,2024-02-25 10:59:00,8,0.72,Slightly Delayed,Traffic
5386652055,4038,2024-04-16 15:40:00,2024-04-16 15:47:00,7,3.92,Slightly Delayed,Traffic
4413239746,21923,2023-04-10 07:41:00,2023-04-10 07:54:00,13,4.76,Slightly Delayed,Traffic
4988875078,3617,2023-07-23 16:02:00,2023-07-23 16:16:00,14,2.9,Slightly Delayed,Traffic
1617565217,5577,2024-06-01 13:03:00,2024-06-01 13:02:00,-1,1.3,On Time,
392038758,62825,2024-07-23 18:50:00,2024-07-23 18:58:00,8,1.35,Slightly Delayed,Traffic
1828727552,92001,2024-03-26 14:51:00,2024-03-26 14:54:00,3,2.35,On Time,Traffic
7119397338,39725,2024-10-28 23:10:00,2024-10-28 23:13:00,3,0.5,On Time,Traffic
2611271708,54792,2024-04-26 05:44:00,2024-04-26 05:47:00,3,1.02,On Time,Traffic
7162509481,20373,2024-10-17 01:11:00,2024-10-17 01:06:00,-5,2.82,On Time,
131913576,27197,2023-10-17 03:10:00,2023-10-17 03:12:00,2,0.76,On Time,Traffic
6627201490,31046,2023-12-10 15:06:00,2023-12-10 15:17:00,11,3.58,Slightly Delayed,Traffic
4644950813,2614,2023-08-21 09:22:00,2023-08-21 09:27:00,5,1.44,On Time,Traffic
9434934993,95990,2024-08-09 07:26:00,2024-08-09 07:39:00,13,3.81,Slightly Delayed,Traffic
2556317798,76160,2023-09-14 04:05:00,2023-09-14 04:03:00,-2,4.01,On Time,
2826150539,19554,2023-11-05 10:42:00,2023-11-05 10:47:00,5,3.16,On Time,Traffic
4283803308,29754,2023-12-08 04:28:00,2023-12-08 04:32:00,4,2.2,On Time,Traffic
6873424093,61533,2024-02-10 23:28:00,2024-02-10 23:29:00,1,2.72,On Time,Traffic
4741294126,84476,2024-09-05 08:37:00,2024-09-05 08:38:00,1,1.18,On Time,Traffic
4967241271,73253,2023-05-03 22:55:00,2023-05-03 22:56:00,1,4.29,On Time,Traffic
9554079946,90188,2023-12-23 10:10:00,2023-12-23 10:10:00,0,1.05,On Time,
4601205399,36629,2023-07-14 20:34:00,2023-07-14 20:39:00,5,1.75,On Time,Traffic
5633967304,93942,2024-01-30 19:33:00,2024-01-30 19:48:00,15,3.63,Slightly Delayed,Traffic
4168163237,32090,2023-07-06 00:44:00,2023-07-06 00:56:00,12,2.18,Slightly Delayed,Traffic
5924297360,50579,2024-09-09 22:12:00,2024-09-09 22:27:00,15,3.57,Slightly Delayed,Traffic
2120299901,35726,2024-06-12 09:45:00,2024-06-12 09:41:00,-4,2.67,On Time,
1070876534,14388,2024-02-21 19:12:00,2024-02-21 19:08:00,-4,0.64,On Time,
7032280048,41473,2023-09-15 22:32:00,2023-09-15 22:35:00,3,0.5,On Time,Traffic
156346853,16610,2023-03-30 09:13:00,2023-03-30 09:28:00,15,1.43,Slightly Delayed,Traffic
6873267326,63685,2024-02-10 08:03:00,2024-02-10 08:11:00,8,3.17,Slightly Delayed,Traffic
1370661468,83004,2023-09-27 02:20:00,2023-09-27 02:24:00,4,3.11,On Time,Traffic
3612128358,63526,2024-04-24 23:29:00,2024-04-24 23:28:00,-1,2.81,On Time,
1736953222,46700,2024-02-18 14:11:00,2024-02-18 14:21:00,10,4.92,Slightly Delayed,Traffic
9107923488,22157,2023-11-20 05:07:00,2023-11-20 05:11:00,4,4.98,On Time,Traffic
4378877600,31527,2023-11-27 11:29:00,2023-11-27 11:43:00,14,0.94,Slightly Delayed,Traffic
3232762361,89153,2023-07-24 15:47:00,2023-07-24 15:45:00,-2,3.74,On Time,
1831641377,48691,2024-03-19 04:29:00,2024-03-19 04:39:00,10,4.35,Slightly Delayed,Traffic
562428866,47688,2023-04-17 19:46:00,2023-04-17 20:00:00,14,3.8,Slightly Delayed,Traffic
4607715908,22498,2024-08-24 23:03:00,2024-08-24 23:10:00,7,2.31,Slightly Delayed,Traffic
4804575203,32008,2023-05-23 21:56:00,2023-05-23 22:19:00,23,2.47,Significantly Delayed,Traffic
